ensembl_gene_id external_gene_name
ENSG00000112773 TENT5A
ENSG00000112812 PRSS16
ENSG00000113494 PRLR
ENSG00000113578 FGF1
ENSG00000113594 LIFR
ENSG00000113742 CPEB4
ENSG00000114268 PFKFB4
ENSG00000114423 CBLB
ENSG00000114790 ARHGEF26
ENSG00000114812 VIPR1
ENSG00000114948 ADAM23
ENSG00000115461 IGFBP5
ENSG00000115468 EFHD1
ENSG00000115507 OTX1
ENSG00000115541 HSPE1
ENSG00000115738 ID2
ENSG00000116017 ARID3A
ENSG00000116661 FBXO2
ENSG00000116771 AGMAT
ENSG00000117016 RIMS3
ENSG00000117114 ADGRL2
ENSG00000117122 MFAP2
ENSG00000117407 ARTN
ENSG00000118242 MREG
ENSG00000118495 PLAGL1
ENSG00000118777 ABCG2
ENSG00000119125 GDA
ENSG00000119227 PIGZ
ENSG00000119630 PGF
ENSG00000119632 IFI27L2
ENSG00000119686 FLVCR2
ENSG00000119714 GPR68
ENSG00000119938 PPP1R3C
ENSG00000119943 PYROXD2
ENSG00000119969 HELLS
ENSG00000120217 CD274
ENSG00000120658 ENOX1
ENSG00000120756 PLS1
ENSG00000120820 GLT8D2
ENSG00000120833 SOCS2
ENSG00000121064 SCPEP1
ENSG00000121413 ZSCAN18
ENSG00000121743 GJA3
ENSG00000121753 ADGRB2
ENSG00000122691 TWIST1
ENSG00000122778 KIAA1549
ENSG00000123358 NR4A1
ENSG00000123364 HOXC13
ENSG00000123496 IL13RA2
ENSG00000123700 KCNJ2
ENSG00000124006 OBSL1
ENSG00000124102 PI3
ENSG00000124313 IQSEC2
ENSG00000124374 PAIP2B
ENSG00000124406 ATP8A1
ENSG00000124429 POF1B
ENSG00000124802 EEF1E1
ENSG00000124839 RAB17
ENSG00000124882 EREG
ENSG00000124920 MYRF
ENSG00000125170 DOK4
ENSG00000125355 TMEM255A
ENSG00000125821 DTD1
ENSG00000125845 BMP2
ENSG00000125967 NECAB3
ENSG00000126249 PDCD2L
ENSG00000126457 PRMT1
ENSG00000126947 ARMCX1
ENSG00000127399 LRRC61
ENSG00000127863 TNFRSF19
ENSG00000128274 A4GALT
ENSG00000128342 LIF
ENSG00000128512 DOCK4
ENSG00000128564 VGF
ENSG00000128602 SMO
ENSG00000128709 HOXD9
ENSG00000128713 HOXD11
ENSG00000128849 CGNL1
ENSG00000128918 ALDH1A2
ENSG00000129151 BBOX1
ENSG00000129455 KLK8
ENSG00000129514 FOXA1
ENSG00000129667 RHBDF2
ENSG00000130038 CRACR2A
ENSG00000130475 FCHO1
ENSG00000130522 JUND
ENSG00000130592 LSP1
ENSG00000130595 TNNT3
ENSG00000130598 TNNI2
ENSG00000130701 RBBP8NL
ENSG00000130720 FIBCD1
ENSG00000130775 THEMIS2
ENSG00000130813 SHFL
ENSG00000130827 PLXNA3
ENSG00000130830 MPP1
ENSG00000130956 HABP4
ENSG00000131018 SYNE1
ENSG00000131378 RFTN1
ENSG00000131773 KHDRBS3
ENSG00000132274 TRIM22
ENSG00000132329 RAMP1
ENSG00000132432 SEC61G
ENSG00000132530 XAF1
ENSG00000132821 VSTM2L
ENSG00000133019 CHRM3
ENSG00000133069 TMCC2
ENSG00000133627 ACTR3B
ENSG00000133687 TMTC1
ENSG00000134013 LOXL2
ENSG00000134146 DPH6
ENSG00000134326 CMPK2
ENSG00000134463 ECHDC3
ENSG00000134508 CABLES1
ENSG00000134809 TIMM10
ENSG00000134986 NREP
ENSG00000135424 ITGA7
ENSG00000135521 LTV1
ENSG00000135604 STX11
ENSG00000135736 CCDC102A
ENSG00000135905 DOCK10
ENSG00000135960 EDAR
ENSG00000136059 VILL
ENSG00000136158 SPRY2
ENSG00000136161 RCBTB2
ENSG00000136826 KLF4
ENSG00000137070 IL11RA
ENSG00000137573 SULF1
ENSG00000137648 TMPRSS4
ENSG00000137709 POU2F3
ENSG00000137819 PAQR5
ENSG00000137834 SMAD6
ENSG00000137872 SEMA6D
ENSG00000137878 GCOM1
ENSG00000137941 TTLL7
ENSG00000137968 SLC44A5
ENSG00000138028 CGREF1
ENSG00000138061 CYP1B1
ENSG00000138347 MYPN
ENSG00000138678 GPAT3
ENSG00000138685 FGF2
ENSG00000138759 FRAS1
ENSG00000139178 C1RL
ENSG00000139219 COL2A1
ENSG00000139343 SNRPF
ENSG00000139631 CSAD
ENSG00000139725 RHOF
ENSG00000139946 PELI2
ENSG00000140044 JDP2
ENSG00000140279 DUOX2
ENSG00000141068 KSR1
ENSG00000141526 SLC16A3
ENSG00000141527 CARD14
ENSG00000141968 VAV1
ENSG00000142227 EMP3
ENSG00000142279 WTIP
ENSG00000142583 SLC2A5
ENSG00000142875 PRKACB
ENSG00000142961 MOB3C
ENSG00000143067 ZNF697
ENSG00000143409 MINDY1
ENSG00000143412 ANXA9
ENSG00000143469 SYT14
ENSG00000143498 TAF1A
ENSG00000143546 S100A8
ENSG00000143554 SLC27A3
ENSG00000143630 HCN3
ENSG00000144040 SFXN5
ENSG00000144045 DQX1
ENSG00000144063 MALL
ENSG00000144115 THNSL2
ENSG00000144366 GULP1
ENSG00000144445 KANSL1L
ENSG00000144452 ABCA12
ENSG00000144681 STAC
ENSG00000144730 IL17RD
ENSG00000145040 UCN2
ENSG00000145777 TSLP
ENSG00000145824 CXCL14
ENSG00000145861 C1QTNF2
ENSG00000145934 TENM2
ENSG00000146205 ANO7
ENSG00000146411 SLC2A12
ENSG00000146477 SLC22A3
ENSG00000146950 SHROOM2
ENSG00000147180 ZNF711
ENSG00000147231 RADX
ENSG00000147251 DOCK11
ENSG00000147697 GSDMC
ENSG00000148346 LCN2
ENSG00000148600 CDHR1
ENSG00000148677 ANKRD1
ENSG00000148680 HTR7
ENSG00000148842 CNNM2
ENSG00000149177 PTPRJ
ENSG00000150054 MPP7
ENSG00000150556 LYPD6B
ENSG00000150627 WDR17
ENSG00000150764 DIXDC1
ENSG00000150907 FOXO1
ENSG00000151136 BTBD11
ENSG00000151702 FLI1
ENSG00000152137 HSPB8
ENSG00000152377 SPOCK1
ENSG00000152527 PLEKHH2
ENSG00000152766 ANKRD22
ENSG00000153093 ACOXL
ENSG00000153162 BMP6
ENSG00000153179 RASSF3
ENSG00000153363 LINC00467
ENSG00000153404 PLEKHG4B
ENSG00000153714 LURAP1L
ENSG00000153993 SEMA3D
ENSG00000154146 NRGN
ENSG00000154153 RETREG1
ENSG00000154229 PRKCA
ENSG00000154274 C4orf19
ENSG00000154359 LONRF1
ENSG00000154529 CNTNAP3B
ENSG00000154654 NCAM2
ENSG00000154743 TSEN2
ENSG00000154856 APCDD1
ENSG00000154930 ACSS1
ENSG00000154978 VOPP1
ENSG00000155100 OTUD6B
ENSG00000155111 CDK19
ENSG00000155158 TTC39B
ENSG00000156298 TSPAN7
ENSG00000156475 PPP2R2B
ENSG00000156804 FBXO32
ENSG00000157240 FZD1
ENSG00000157911 PEX10
ENSG00000158315 RHBDL2
ENSG00000158825 CDA
ENSG00000159164 SV2A
ENSG00000159217 IGF2BP1
ENSG00000159263 SIM2
ENSG00000159423 ALDH4A1
ENSG00000160094 ZNF362
ENSG00000160179 ABCG1
ENSG00000160191 PDE9A
ENSG00000160271 RALGDS
ENSG00000160298 C21orf58
ENSG00000160781 PAQR6
ENSG00000160867 FGFR4
ENSG00000160991 ORAI2
ENSG00000161405 IKZF3
ENSG00000161544 CYGB
ENSG00000162006 MSLNL
ENSG00000162078 ZG16B
ENSG00000162493 PDPN
ENSG00000162520 SYNC
ENSG00000162645 GBP2
ENSG00000162711 NLRP3
ENSG00000162722 TRIM58
ENSG00000163040 CCDC74A
ENSG00000163083 INHBB
ENSG00000163141 BNIPL
ENSG00000163207 IVL
ENSG00000163328 GPR155
ENSG00000163376 KBTBD8
ENSG00000163393 SLC22A15
ENSG00000163406 SLC15A2
ENSG00000163520 FBLN2
ENSG00000163637 PRICKLE2
ENSG00000163683 SMIM14
ENSG00000163702 IL17RC
ENSG00000163803 PLB1
ENSG00000163993 S100P
ENSG00000164039 BDH2
ENSG00000164093 PITX2
ENSG00000164120 HPGD
ENSG00000164176 EDIL3
ENSG00000164309 CMYA5
ENSG00000164342 TLR3
ENSG00000164362 TERT
ENSG00000164463 CREBRF
ENSG00000164520 RAET1E
ENSG00000164576 SAP30L
ENSG00000164647 STEAP1
ENSG00000164741 DLC1
ENSG00000164850 GPER1
ENSG00000165046 LETM2
ENSG00000165300 SLITRK5
ENSG00000165406 MARCHF8
ENSG00000165655 ZNF503
ENSG00000165731 RET
ENSG00000165757 JCAD
ENSG00000165795 NDRG2
ENSG00000165801 ARHGEF40
ENSG00000165821 SALL2
ENSG00000166147 FBN1
ENSG00000166167 BTRC
ENSG00000166265 CYYR1
ENSG00000166347 CYB5A
ENSG00000166387 PPFIBP2
ENSG00000166394 CYB5R2
ENSG00000166396 SERPINB7
ENSG00000166407 LMO1
ENSG00000166589 CDH16
ENSG00000166592 RRAD
ENSG00000166963 MAP1A
ENSG00000167080 B4GALNT2
ENSG00000167106 FAM102A
ENSG00000167107 ACSF2
ENSG00000167183 PRR15L
ENSG00000167676 PLIN4
ENSG00000167702 KIFC2
ENSG00000167755 KLK6
ENSG00000167757 KLK11
ENSG00000167768 KRT1
ENSG00000167994 RAB3IL1
ENSG00000167996 FTH1
ENSG00000168010 ATG16L2
ENSG00000168016 TRANK1
ENSG00000168056 LTBP3
ENSG00000168237 GLYCTK
ENSG00000168273 SMIM4
ENSG00000168679 SLC16A4
ENSG00000168685 IL7R
ENSG00000168765 GSTM4
ENSG00000168874 ATOH8
ENSG00000169035 KLK7
ENSG00000169474 SPRR1A
ENSG00000169583 CLIC3
ENSG00000169660 HEXD
ENSG00000169683 LRRC45
ENSG00000169752 NRG4
ENSG00000169851 PCDH7
ENSG00000169860 P2RY1
ENSG00000169891 REPS2
ENSG00000170465 KRT6C
ENSG00000170745 KCNS3
ENSG00000170989 S1PR1
ENSG00000171004 HS6ST2
ENSG00000171016 PYGO1
ENSG00000171055 FEZ2
ENSG00000171124 FUT3
ENSG00000171345 KRT19
ENSG00000171388 APLN
ENSG00000171403 KRT9
ENSG00000171476 HOPX
ENSG00000171873 ADRA1D
ENSG00000171889 MIR31HG
ENSG00000172037 LAMB2
ENSG00000172137 CALB2
ENSG00000172345 STARD5
ENSG00000172594 SMPDL3A
ENSG00000172661 WASHC2C
ENSG00000172927 MYEOV
ENSG00000173209 AHSA2P
ENSG00000173269 MMRN2
ENSG00000173281 PPP1R3B
ENSG00000173320 STOX2
ENSG00000173391 OLR1
ENSG00000173482 PTPRM
ENSG00000173638 SLC19A1
ENSG00000173727 AP000769.1
ENSG00000174136 RGMB
ENSG00000174567 GOLT1A
ENSG00000174640 SLCO2A1
ENSG00000175274 TP53I11
ENSG00000175315 CST6
ENSG00000175352 NRIP3
ENSG00000175471 MCTP1
ENSG00000175920 DOK7
ENSG00000175938 ORAI3
ENSG00000176108 CHMP6
ENSG00000176148 TCP11L1
ENSG00000176170 SPHK1
ENSG00000176531 PHLDB3
ENSG00000176641 RNF152
ENSG00000176659 C20orf197
ENSG00000176697 BDNF
ENSG00000176971 FIBIN
ENSG00000177045 SIX5
ENSG00000177283 FZD8
ENSG00000177409 SAMD9L
ENSG00000177494 ZBED2
ENSG00000177595 PIDD1
ENSG00000177675 CD163L1
ENSG00000177679 SRRM3
ENSG00000178363 CALML3
ENSG00000178498 DTX3
ENSG00000178531 CTXN1
ENSG00000178573 MAF
ENSG00000178597 PSAPL1
ENSG00000178662 CSRNP3
ENSG00000179059 ZFP42
ENSG00000179456 ZBTB18
ENSG00000179546 HTR1D
ENSG00000179859 RNF227
ENSG00000180318 ALX1
ENSG00000180340 FZD2
ENSG00000180447 GAS1
ENSG00000180488 MIGA1
ENSG00000180998 GPR137C
ENSG00000181007 ZFP82
ENSG00000181035 SLC25A42
ENSG00000181143 MUC16
ENSG00000181418 DDN
ENSG00000181444 ZNF467
ENSG00000181513 ACBD4
ENSG00000181773 GPR3
ENSG00000181804 SLC9A9
ENSG00000182040 USH1G
ENSG00000182179 UBA7
ENSG00000182326 C1S
ENSG00000182463 TSHZ2
ENSG00000182612 TSPAN10
ENSG00000182742 HOXB4
ENSG00000183044 ABAT
ENSG00000183098 GPC6
ENSG00000183578 TNFAIP8L3
ENSG00000183671 GPR1
ENSG00000183691 NOG
ENSG00000183718 TRIM52
ENSG00000183779 ZNF703
ENSG00000183780 SLC35F3
ENSG00000184205 TSPYL2
ENSG00000184226 PCDH9
ENSG00000184271 POU6F1
ENSG00000184481 FOXO4
ENSG00000184500 PROS1
ENSG00000184545 DUSP8
ENSG00000184557 SOCS3
ENSG00000184635 ZNF93
ENSG00000184867 ARMCX2
ENSG00000184985 SORCS2
ENSG00000185022 MAFF
ENSG00000185101 ANO9
ENSG00000185112 FAM43A
ENSG00000185133 INPP5J
ENSG00000185189 NRBP2
ENSG00000185245 GP1BA
ENSG00000185499 MUC1
ENSG00000185761 ADAMTSL5
ENSG00000185818 NAT8L
ENSG00000185847 LINC01405
ENSG00000185924 RTN4RL1
ENSG00000186204 CYP4F12
ENSG00000186310 NAP1L3
ENSG00000186340 THBS2
ENSG00000186377 CYP4X1
ENSG00000186470 BTN3A2
ENSG00000186862 PDZD7
ENSG00000186951 PPARA
ENSG00000187123 LYPD6
ENSG00000187608 ISG15
ENSG00000187908 DMBT1
ENSG00000187957 DNER
ENSG00000188001 TPRG1
ENSG00000188677 PARVB
ENSG00000188766 SPRED3
ENSG00000189058 APOD
ENSG00000189306 RRP7A
ENSG00000189337 KAZN
ENSG00000196204 RNF216P1
ENSG00000196209 SIRPB2
ENSG00000196220 SRGAP3
ENSG00000196526 AFAP1
ENSG00000196689 TRPV1
ENSG00000196814 MVB12B
ENSG00000197119 SLC25A29
ENSG00000197142 ACSL5
ENSG00000197191 CYSRT1
ENSG00000197405 C5AR1
ENSG00000197444 OGDHL
ENSG00000197467 COL13A1
ENSG00000197614 MFAP5
ENSG00000197635 DPP4
ENSG00000197757 HOXC6
ENSG00000197852 INKA2
ENSG00000197872 FAM49A
ENSG00000197921 HES5
ENSG00000198074 AKR1B10
ENSG00000198208 RPS6KL1
ENSG00000198246 SLC29A3
ENSG00000198517 MAFK
ENSG00000198624 CCDC69
ENSG00000198753 PLXNB3
ENSG00000198771 RCSD1
ENSG00000198832 SELENOM
ENSG00000198835 GJC2
ENSG00000198892 SHISA4
ENSG00000198960 ARMCX6
ENSG00000203722 RAET1G
ENSG00000203727 SAMD5
ENSG00000203837 PNLIPRP3
ENSG00000204175 GPRIN2
ENSG00000204396 VWA7
ENSG00000204642 HLA-F
ENSG00000204789 ZNF204P
ENSG00000204856 FAM216A
ENSG00000204946 ZNF783
ENSG00000205269 TMEM170B
ENSG00000205593 DENND6B
ENSG00000206337 HCP5
ENSG00000206538 VGLL3
ENSG00000212232 SNORD17
ENSG00000212719 LINC02693
ENSG00000212724 KRTAP2-3
ENSG00000212864 RNF208
ENSG00000213085 CFAP45
ENSG00000213347 MXD3
ENSG00000213462 ERV3-1
ENSG00000213713 PIGCP1
ENSG00000213859 KCTD11
ENSG00000213928 IRF9
ENSG00000214353 VAC14-AS1
ENSG00000214595 EML6
ENSG00000214783 POLR2J4
ENSG00000215458 AATBC
ENSG00000215788 TNFRSF25
ENSG00000215790 SLC35E2A
ENSG00000219507 FTH1P8
ENSG00000221869 CEBPD
ENSG00000221963 APOL6
ENSG00000224063 AC007319.1
ENSG00000224520 KRT8P45
ENSG00000225138 SLC9A3-AS1
ENSG00000225760 LINC00431
ENSG00000227051 C14orf132
ENSG00000228649 SNHG26
ENSG00000229205 LINC00200
ENSG00000229526 KRT16P4
ENSG00000229852 AC019205.1
ENSG00000230551 AC021078.1
ENSG00000230590 FTX
ENSG00000230943 LINC02541
ENSG00000231345 BEND3P1
ENSG00000231764 DLX6-AS1
ENSG00000231991 ANXA2P2
ENSG00000233922 LINC01694
ENSG00000234678 ELF3-AS1
ENSG00000234771 SLC25A25-AS1
ENSG00000235098 ANKRD65
ENSG00000235109 ZSCAN31
ENSG00000235194 PPP1R3E
ENSG00000235863 B3GALT4
ENSG00000235888 AF064858.1
ENSG00000236345 SCAT8
ENSG00000237512 UNC5B-AS1
ENSG00000237945 LINC00649
ENSG00000237989 LINC01679
ENSG00000238105 GOLGA2P5
ENSG00000238266 LINC00707
ENSG00000240204 SMKR1
ENSG00000240225 ZNF542P
ENSG00000241935 HOGA1
ENSG00000243137 PSG4
ENSG00000243244 STON1
ENSG00000243364 EFNA4
ENSG00000243566 UPK3B
ENSG00000244026 FAM86DP
ENSG00000244242 IFITM10
ENSG00000245532 NEAT1
ENSG00000245848 CEBPA
ENSG00000246228 CASC8
ENSG00000247095 MIR210HG
ENSG00000247796 AC008966.1
ENSG00000248383 PCDHAC1
ENSG00000249158 PCDHA11
ENSG00000249641 HOXC13-AS
ENSG00000250644 AC068580.4
ENSG00000251095 AC093866.1
ENSG00000251562 MALAT1
ENSG00000253276 CCDC71L
ENSG00000253669 GASAL1
ENSG00000254535 PABPC4L
ENSG00000255248 MIR100HG
ENSG00000255491 AC100858.3
ENSG00000255571 MIR9-3HG
ENSG00000255769 GOLGA2P10
ENSG00000256043 CTSO
ENSG00000257093 DENND11
ENSG00000259341 AC015660.1
ENSG00000260401 AP002761.4
ENSG00000260549 MT1L
ENSG00000260581 AC011374.1
ENSG00000261068 AL512274.1
ENSG00000261373 VPS9D1-AS1
ENSG00000261716 H2BC20P
ENSG00000261934 PCDHGA9
ENSG00000262152 LINC00514
ENSG00000262681 AC005722.3
ENSG00000263301 AC113189.3
ENSG00000264112 AC015813.1
ENSG00000265688 MAFG-DT
ENSG00000266088 AC004585.1
ENSG00000269994 AL513318.2
ENSG00000271503 CCL5
ENSG00000272734 ADIRF-AS1
ENSG00000273760 AC245041.1
ENSG00000274070 CASTOR2
ENSG00000274180 NATD1
ENSG00000275131 AC241952.2
ENSG00000276550 HERC2P2
ENSG00000276850 AC245041.2
ENSG00000279141 AL590226.2
ENSG00000280693 SH3PXD2A-AS1
ENSG00000280798 LINC00294
ENSG00000281376 ABALON
ENSG00000285103 AL451123.1
ENSG00000285820 AL157829.1
ENSG00000286042 LCAL1
ENSG00000286156 AC026273.1
ENSG00000002726 AOC1
ENSG00000005243 COPZ2
ENSG00000005379 TSPOAP1
ENSG00000006747 SCIN
ENSG00000007372 PAX6
ENSG00000009950 MLXIPL
ENSG00000010030 ETV7
ENSG00000011201 ANOS1
ENSG00000012171 SEMA3B
ENSG00000012779 ALOX5
ENSG00000013297 CLDN11
ENSG00000014257 ACPP
ENSG00000016602 CLCA4
ENSG00000023839 ABCC2
ENSG00000026751 SLAMF7
ENSG00000034239 EFCAB1
ENSG00000039987 BEST2
ENSG00000042832 TG
ENSG00000043355 ZIC2
ENSG00000043591 ADRB1
ENSG00000047936 ROS1
ENSG00000049089 COL9A2
ENSG00000053918 KCNQ1
ENSG00000067646 ZFY
ENSG00000067798 NAV3
ENSG00000069535 MAOB
ENSG00000070601 FRMPD1
ENSG00000070808 CAMK2A
ENSG00000071073 MGAT4A
ENSG00000072422 RHOBTB1
ENSG00000072952 MRVI1
ENSG00000073464 CLCN4
ENSG00000073605 GSDMB
ENSG00000073910 FRY
ENSG00000074047 GLI2
ENSG00000074211 PPP2R2C
ENSG00000078098 FAP
ENSG00000078319 PMS2P1
ENSG00000078687 TNRC6C
ENSG00000079393 DUSP13
ENSG00000080573 COL5A3
ENSG00000080947 CROCCP3
ENSG00000081052 COL4A4
ENSG00000081842 PCDHA6
ENSG00000082146 STRADB
ENSG00000082482 KCNK2
ENSG00000083454 P2RX5
ENSG00000083750 RRAGB
ENSG00000083807 SLC27A5
ENSG00000085465 OVGP1
ENSG00000085831 TTC39A
ENSG00000086205 FOLH1
ENSG00000086506 HBQ1
ENSG00000086548 CEACAM6
ENSG00000089250 NOS1
ENSG00000090013 BLVRB
ENSG00000090932 DLL3
ENSG00000091844 RGS17
ENSG00000092529 CAPN3
ENSG00000099725 PRKY
ENSG00000099864 PALM
ENSG00000100167 SEPTIN3
ENSG00000100191 SLC5A4
ENSG00000100292 HMOX1
ENSG00000101342 TLDC2
ENSG00000101445 PPP1R16B
ENSG00000101850 GPR143
ENSG00000101938 CHRDL1
ENSG00000102575 ACP5
ENSG00000103089 FA2H
ENSG00000103269 RHBDL1
ENSG00000103485 QPRT
ENSG00000103489 XYLT1
ENSG00000103723 AP3B2
ENSG00000104055 TGM5
ENSG00000104691 UBXN8
ENSG00000104722 NEFM
ENSG00000104808 DHDH
ENSG00000104899 AMH
ENSG00000105278 ZFR2
ENSG00000105289 TJP3
ENSG00000105427 CNFN
ENSG00000105852 PON3
ENSG00000105880 DLX5
ENSG00000106772 PRUNE2
ENSG00000106804 C5
ENSG00000107099 DOCK8
ENSG00000107551 RASSF4
ENSG00000107872 FBXL15
ENSG00000108381 ASPA
ENSG00000108465 CDK5RAP3
ENSG00000108924 HLF
ENSG00000109099 PMP22
ENSG00000109182 CWH43
ENSG00000110002 VWA5A
ENSG00000110375 UPK2
ENSG00000110455 ACCS
ENSG00000111087 GLI1
ENSG00000112183 RBM24
ENSG00000112319 EYA4
ENSG00000112394 SLC16A10
ENSG00000112964 GHR
ENSG00000113209 PCDHB5
ENSG00000113532 ST8SIA4
ENSG00000114115 RBP1
ENSG00000114166 KAT2B
ENSG00000114251 WNT5A
ENSG00000115318 LOXL3
ENSG00000115325 DOK1
ENSG00000115363 EVA1A
ENSG00000115596 WNT6
ENSG00000115598 IL1RL2
ENSG00000115602 IL1RL1
ENSG00000115657 ABCB6
ENSG00000115718 PROC
ENSG00000115896 PLCL1
ENSG00000116106 EPHA4
ENSG00000116254 CHD5
ENSG00000116701 NCF2
ENSG00000116833 NR5A2
ENSG00000117013 KCNQ4
ENSG00000117245 KIF17
ENSG00000118194 TNNT2
ENSG00000118322 ATP10B
ENSG00000118946 PCDH17
ENSG00000119915 ELOVL3
ENSG00000120327 PCDHB14
ENSG00000120594 PLXDC2
ENSG00000120915 EPHX2
ENSG00000121005 CRISPLD1
ENSG00000121068 TBX2
ENSG00000122025 FLT3
ENSG00000122420 PTGFR
ENSG00000123689 G0S2
ENSG00000124216 SNAI1
ENSG00000124370 MCEE
ENSG00000125378 BMP4
ENSG00000125650 PSPN
ENSG00000126016 AMOT
ENSG00000126970 ZC4H2
ENSG00000127083 OMD
ENSG00000127325 BEST3
ENSG00000127329 PTPRB
ENSG00000127920 GNG11
ENSG00000128011 LRFN1
ENSG00000128052 KDR
ENSG00000128482 RNF112
ENSG00000128739 SNRPN
ENSG00000129235 TXNDC17
ENSG00000129595 EPB41L4A
ENSG00000129646 QRICH2
ENSG00000129682 FGF13
ENSG00000130226 DPP6
ENSG00000130270 ATP8B3
ENSG00000130477 UNC13A
ENSG00000131781 FMO5
ENSG00000131885 KRT17P1
ENSG00000132000 PODNL1
ENSG00000132321 IQCA1
ENSG00000132563 REEP2
ENSG00000132718 SYT11
ENSG00000132932 ATP8A2
ENSG00000132938 MTUS2
ENSG00000133321 PLAAT4
ENSG00000133661 SFTPD
ENSG00000134548 SPX
ENSG00000134760 DSG1
ENSG00000135063 FAM189A2
ENSG00000135205 CCDC146
ENSG00000135218 CD36
ENSG00000135324 MRAP2
ENSG00000135643 KCNMB4
ENSG00000136014 USP44
ENSG00000136573 BLK
ENSG00000136695 IL36RN
ENSG00000137261 KIAA0319
ENSG00000137558 PI15
ENSG00000137561 TTPA
ENSG00000137726 FXYD6
ENSG00000137841 PLCB2
ENSG00000137877 SPTBN5
ENSG00000138135 CH25H
ENSG00000138172 CALHM2
ENSG00000138316 ADAMTS14
ENSG00000138795 LEF1
ENSG00000138944 SHISAL1
ENSG00000139173 TMEM117
ENSG00000139190 VAMP1
ENSG00000139344 AMDHD1
ENSG00000139547 RDH16
ENSG00000139626 ITGB7
ENSG00000139800 ZIC5
ENSG00000139910 NOVA1
ENSG00000139973 SYT16
ENSG00000140398 NEIL1
ENSG00000140470 ADAMTS17
ENSG00000140519 RHCG
ENSG00000140955 ADAD2
ENSG00000141519 CCDC40
ENSG00000141837 CACNA1A
ENSG00000142046 TMEM91
ENSG00000142149 HUNK
ENSG00000142623 PADI1
ENSG00000142661 MYOM3
ENSG00000143127 ITGA10
ENSG00000143387 CTSK
ENSG00000143434 SEMA6C
ENSG00000143631 FLG
ENSG00000143847 PPFIA4
ENSG00000144369 FAM171B
ENSG00000144476 ACKR3
ENSG00000144649 GASK1A
ENSG00000144712 CAND2
ENSG00000145214 DGKQ
ENSG00000145242 EPHA5
ENSG00000145506 NKD2
ENSG00000146021 KLHL3
ENSG00000146233 CYP39A1
ENSG00000147027 TMEM47
ENSG00000147852 VLDLR
ENSG00000147896 IFNK
ENSG00000148704 VAX1
ENSG00000148848 ADAM12
ENSG00000149295 DRD2
ENSG00000149591 TAGLN
ENSG00000149927 DOC2A
ENSG00000150051 MKX
ENSG00000150281 CTF1
ENSG00000150394 CDH8
ENSG00000150471 ADGRL3
ENSG00000150893 FREM2
ENSG00000150995 ITPR1
ENSG00000151117 TMEM86A
ENSG00000151229 SLC2A13
ENSG00000152076 CCDC74B
ENSG00000152213 ARL11
ENSG00000152270 PDE3B
ENSG00000152402 GUCY1A2
ENSG00000152779 SLC16A12
ENSG00000152784 PRDM8
ENSG00000152926 ZNF117
ENSG00000152931 PART1
ENSG00000153071 DAB2
ENSG00000153132 CLGN
ENSG00000153291 SLC25A27
ENSG00000153956 CACNA2D1
ENSG00000154553 PDLIM3
ENSG00000154655 L3MBTL4
ENSG00000154864 PIEZO2
ENSG00000154975 CA10
ENSG00000155629 PIK3AP1
ENSG00000155918 RAET1L
ENSG00000155962 CLIC2
ENSG00000155974 GRIP1
ENSG00000156042 CFAP70
ENSG00000156103 MMP16
ENSG00000156265 MAP3K7CL
ENSG00000156284 CLDN8
ENSG00000156687 UNC5D
ENSG00000156959 LHFPL4
ENSG00000157111 TMEM171
ENSG00000157303 SUSD3
ENSG00000157343 ARMC12
ENSG00000157423 HYDIN
ENSG00000157551 KCNJ15
ENSG00000157653 C9orf43
ENSG00000157873 TNFRSF14
ENSG00000158014 SLC30A2
ENSG00000158220 ESYT3
ENSG00000158813 EDA
ENSG00000159450 TCHH
ENSG00000159527 PGLYRP3
ENSG00000159674 SPON2
ENSG00000159713 TPPP3
ENSG00000159753 CARMIL2
ENSG00000159784 FAM131B
ENSG00000160111 CPAMD8
ENSG00000160117 ANKLE1
ENSG00000160172 FAM86C2P
ENSG00000160471 COX6B2
ENSG00000160886 LY6K
ENSG00000161634 DCD
ENSG00000161896 IP6K3
ENSG00000161958 FGF11
ENSG00000162040 HS3ST6
ENSG00000162069 BICDL2
ENSG00000162482 AKR7A3
ENSG00000162576 MXRA8
ENSG00000162614 NEXN
ENSG00000162706 CADM3
ENSG00000162782 TDRD5
ENSG00000162892 IL24
ENSG00000163032 VSNL1
ENSG00000163209 SPRR3
ENSG00000163216 SPRR2D
ENSG00000163218 PGLYRP4
ENSG00000163219 ARHGAP25
ENSG00000163286 ALPG
ENSG00000163331 DAPL1
ENSG00000163564 PYHIN1
ENSG00000163704 PRRT3
ENSG00000163710 PCOLCE2
ENSG00000163817 SLC6A20
ENSG00000163864 NMNAT3
ENSG00000163909 HEYL
ENSG00000164283 ESM1
ENSG00000164484 TMEM200A
ENSG00000164742 ADCY1
ENSG00000164743 C8orf48
ENSG00000164778 EN2
ENSG00000164794 KCNV1
ENSG00000164949 GEM
ENSG00000165171 METTL27
ENSG00000165309 ARMC3
ENSG00000165556 CDX2
ENSG00000165730 STOX1
ENSG00000165879 FRAT1
ENSG00000165923 AGBL2
ENSG00000165995 CACNB2
ENSG00000166046 TCP11L2
ENSG00000166104 AC126323.1
ENSG00000166183 ASPG
ENSG00000166402 TUB
ENSG00000166415 WDR72
